Dia;TM;TX;TN;HRM;PPT;PM;Volum;Entrada;Sortida
2011-10-06;16.2;23.5;9.9;73;0.0;912.4;99.995142462;4.71835;4.616142349
2011-10-07;12.9;17.6;6.3;82;0.0;909.5;99.731852927;4.720835;3.65394964
2011-10-08;10.4;18.9;4.6;60;0.0;910.9;99.73837193799999;4.592118;3.2903270680000003
2011-10-09;13.0;22.0;5.0;63;0.0;913.5;99.637231497;3.901358;1.3646367519999998
2011-10-10;17.1;27.0;10.8;56;0.0;916.7;98.976521125;3.866203;13.24569112
2011-10-11;18.1;26.4;11.7;51;0.0;915.7;97.53410739200001;3.962504;14.072737255
2011-10-12;19.0;28.1;11.9;42;0.0;914.1;96.59288291;3.92707;11.161218341
2011-10-13;16.8;24.4;11.2;64;0.0;912.1;95.75344380899999;3.72353;6.824935223
2011-10-14;13.8;21.1;9.0;69;0.0;912.4;95.15074868100001;4.920895;8.76119214
2011-10-15;11.0;16.1;8.1;85;0.0;914.5;94.482849948;4.975885;4.434972028
2011-10-16;11.3;19.6;6.8;82;0.0;914.7;94.186549139;4.1536550000000005;3.2127465280000003
2011-10-17;11.4;18.8;6.6;86;0.0;914.1;94.076930965;3.797877;2.573777778
2011-10-18;12.2;20.4;7.6;72;0.0;912.0;93.928975826;4.565214;3.211045139
2011-10-19;12.3;20.3;7.3;73;3.8;910.0;93.656031917;3.945516000000001;4.935705263
2011-10-20;8.7;16.0;3.0;81;0.0;911.4;93.332653764;5.17891;4.966819444
2011-10-21;6.9;14.4;0.7;77;0.0;910.8;92.819285941;4.883079;5.114160279
2011-10-22;9.1;15.9;5.2;89;0.0;909.3;92.801242264;4.1395089999999986;0.609951389
2011-10-23;10.7;16.2;5.8;82;0.0;905.7;92.41948241;3.990763;5.671520833
2011-10-24;11.5;14.9;9.3;85;14.7;896.4;92.04144976399999;5.06883;3.725076389
2011-10-25;9.6;14.1;5.6;71;0.0;896.8;92.134137958;8.333732000000001;2.302479167
2011-10-26;9.5;15.5;2.7;56;0.0;904.5;92.523410587;8.222142999999999;0.0
2011-10-27;11.2;13.0;10.1;87;18.5;902.6;92.91474513200001;7.863869;0.8145173609999999
2011-10-28;10.8;11.8;9.5;95;17.6;909.4;93.828209802;13.914514000000002;0.0
2011-10-29;12.0;13.8;9.5;95;0.4;913.7;94.718298449;13.256923;3.754649306
2011-10-30;11.9;17.6;6.9;86;0.0;912.6;94.980995354;11.511277;6.931013889
2011-10-31;11.6;17.0;7.2;83;0.0;909.1;94.796253816;9.476881;0.0
2011-11-01;13.2;19.0;9.4;79;1.2;908.2;95.17469066700001;8.997177;0.624138889
2011-11-02;13.1;16.1;10.0;79;4.5;905.1;95.626401194;8.459113;0.0
2011-11-03;12.7;14.3;8.5;82;42.3;897.3;96.822052795;45.318223;0.0
2011-11-04;10.4;12.8;8.6;88;33.0;892.1;104.26497693399999;100.777108;12.766770832999999
2011-11-05;8.5;10.3;6.0;91;9.5;891.6;111.70817092;119.04228;17.848128472
2011-11-06;8.4;9.4;7.1;91;27.2;896.7;116.637805701;73.884661;21.194494382000002
2011-11-07;9.4;13.2;7.0;75;0.1;903.2;120.31446895100001;61.47359;47.973687
2011-11-08;8.9;14.0;6.0;87;0.0;904.9;121.495347795;40.363978;38.690711
2011-11-09;8.9;16.4;5.2;82;0.2;908.5;121.56604887200001;31.391483;40.108234
2011-11-10;9.6;17.1;4.5;78;0.0;908.3;121.39949244399999;26.124528;34.723837
2011-11-11;12.3;18.3;7.4;73;0.0;909.2;121.769322469;23.038889;7.10165
2011-11-12;10.7;16.5;7.6;89;0.1;915.7;123.11931876;20.488849;0.0
2011-11-13;8.8;11.6;6.2;95;9.9;916.5;124.579093955;18.575923;0.0
2011-11-14;8.4;10.0;7.3;96;3.9;910.9;124.527579385;16.81198;21.813708738000003
2011-11-15;8.8;9.4;7.9;96;65.8;904.3;124.44207515299999;25.202771;16.182000000000002
2011-11-16;7.8;8.5;7.2;96;2.0;907.9;131.812599406;124.83336;26.213805556
2011-11-17;7.7;12.8;4.8;91;0.0;913.0;135.992948997;57.80556;26.570993056
2011-11-18;6.6;10.9;3.8;94;0.0;910.6;137.009582316;39.888897;21.212267361
2011-11-19;7.8;12.0;3.0;86;6.5;906.2;137.844965118;32.74654;18.283944444
2011-11-20;9.2;10.5;8.1;95;6.9;907.0;138.289518597;30.090198;20.238753472
2011-11-21;8.8;10.5;7.7;95;37.0;903.3;138.585310264;31.005021000000006;23.238302083
2011-11-22;8.5;9.4;7.5;93;21.9;903.4;146.079848583;167.11735;25.198368056
2011-11-23;9.7;16.8;5.3;65;0.0;911.3;152.582617201;90.492774;27.020388889
2011-11-24;8.2;14.9;4.5;76;0.0;916.5;154.676978566;56.14071;27.305486111
2011-11-25;8.0;15.1;3.9;74;0.0;918.0;155.576729285;42.940231;27.412569444000006
2011-11-26;7.5;14.0;3.3;67;0.0;917.9;155.564311753;35.73365;27.643350694000002
2011-11-27;6.3;11.6;2.5;77;0.0;916.1;154.96655533700002;30.887292;27.631152778
2011-11-28;6.4;11.5;2.4;90;0.2;913.6;154.019249469;27.275890000000004;27.614868056
2011-11-29;8.1;13.9;3.9;79;0.1;913.3;152.816241816;25.320822;27.557309028000002
2011-11-30;8.6;13.8;4.4;69;0.0;916.0;151.516387174;22.272374;23.55846875
2011-12-01;8.8;13.5;4.7;64;0.0;913.3;150.951995406;20.574171;18.239197917000002
2011-12-02;8.0;12.9;5.8;71;0.0;907.2;150.895875903;18.796896;13.1384375
2011-12-03;5.2;9.0;3.1;82;0.0;911.1;150.96441361799998;17.423402;12.881538194
2011-12-04;6.0;13.0;3.5;84;0.1;908.8;150.79727559399998;16.397762;13.313097222
2011-12-05;4.9;11.5;2.4;90;0.0;906.6;150.295510486;16.040976;16.858395833
2011-12-06;5.4;11.1;2.3;89;0.0;910.2;150.261321205;15.603027;8.433628472
2011-12-07;4.9;10.6;1.8;84;0.0;915.0;150.49624259700002;15.406241;9.217371528
2011-12-08;6.3;12.6;2.5;83;0.0;916.0;150.723562885;15.241934;6.881361111
2011-12-09;5.7;11.3;2.2;79;0.0;911.4;150.685102729;15.162776999999998;12.968118056
2011-12-10;5.2;11.4;1.8;87;0.0;907.2;150.36607959;15.057794;12.560079860999998
2011-12-11;4.7;11.1;1.0;85;0.0;906.0;150.13319776;14.913323000000002;7.547829861
2011-12-12;2.7;7.6;-0.6;91;0.0;908.4;149.89896963200002;14.981622;10.822159722
2011-12-13;5.2;8.3;2.2;74;0.0;906.6;149.687384649;13.810343;10.08853125
2011-12-14;8.5;12.0;5.2;70;0.0;906.7;149.348444569;14.546929;11.337993055999998
2011-12-15;5.4;10.0;3.2;68;0.0;911.2;148.982452806;14.470898000000002;10.777013889000001
2011-12-16;5.8;8.8;2.6;73;0.0;900.3;148.423840646;13.620659;9.607552083
2011-12-17;2.0;7.0;-1.8;69;0.0;903.3;148.536846941;13.555454;4.599572917
2011-12-18;0.8;5.8;-3.1;53;0.0;905.7;148.91783192399998;13.765422;4.907309028
2011-12-19;0.6;5.4;-2.5;53;0.0;909.9;149.16449351;13.382442;3.252375
2011-12-20;2.0;6.9;-2.5;86;0.0;908.8;149.48655615299998;13.116323;4.0143923610000005
2011-12-21;6.3;10.3;1.0;76;0.0;910.2;149.72432520799998;12.929127;3.486805556
2011-12-22;6.6;11.3;3.3;78;0.0;914.0;150.12193149700002;13.078929;4.803524306
2011-12-23;8.7;18.0;3.5;63;0.0;913.8;150.074702938;12.148057;7.278604167
2011-12-24;3.1;8.0;-0.1;92;0.0;916.4;150.154569899;12.037827;3.772045139
2011-12-25;3.8;10.5;-0.8;57;0.0;919.7;150.423478861;11.88147;2.444208333
2011-12-26;3.5;9.8;-0.8;55;0.0;922.1;150.711738583;11.388098;4.968715278
2011-12-27;4.4;8.6;-0.3;62;0.0;921.6;150.780214917;11.202764;4.55546875
2011-12-28;4.4;12.8;-0.8;59;0.0;918.3;150.905704778;11.076593;3.661309028
2011-12-29;3.6;9.5;-0.3;60;0.0;915.4;151.21739399;10.69352;0.0
2011-12-30;4.8;10.9;0.4;50;0.0;913.7;151.840449139;10.526066;0.0
2011-12-31;6.8;14.5;1.4;71;0.0;913.3;152.430637875;8.98064;0.0
2012-01-01;9.1;15.1;4.5;64;0.0;912.7;152.99465104200002;10.992761;1.123777778
2012-01-02;6.9;10.4;2.2;68;0.0;910.3;153.491539205;10.201517;0.0
2012-01-03;3.5;10.0;0.2;69;0.0;916.8;153.99914691700002;9.353604;3.471447917
2012-01-04;4.5;12.1;-0.6;78;0.0;915.9;154.163750587;8.795678;3.093979167
2012-01-05;5.2;11.2;1.2;65;0.0;910.3;154.238921962;8.496994;4.01378125
2012-01-06;5.9;10.7;0.4;59;0.0;910.2;154.446407628;8.907946;2.956472222
2012-01-07;4.2;12.8;-0.2;54;0.0;915.1;154.63439192;9.262529;3.094715278
2012-01-08;3.8;11.0;-0.6;72;0.0;913.8;154.777196146;8.265455000000001;4.618916667
2012-01-09;6.5;13.4;1.7;52;0.0;915.8;154.61228159;7.385752;2.671642361
2012-01-10;4.1;11.2;-0.7;66;0.0;917.9;154.960691142;7.3771309999999986;0.0
2012-01-11;4.7;12.3;0.7;70;0.0;919.3;155.407784135;7.671292;0.0
2012-01-12;4.4;11.2;0.1;69;0.0;917.8;155.179570615;7.588396;0.0
2012-01-13;5.1;11.9;0.0;35;0.0;913.1;154.69236040299998;7.355238000000001;0.0
2012-01-14;2.5;8.0;-2.0;66;0.0;907.7;154.253303226;7.167057000000002;0.0
2012-01-15;0.6;7.0;-2.7;89;0.0;905.3;153.822607965;6.939918;0.0
2012-01-16;1.9;3.2;-2.0;94;4.8;905.0;153.392003115;6.896091;0.0
2012-01-17;3.4;8.1;-0.1;92;2.7;914.8;153.082854962;6.962084;0.0
2012-01-18;2.3;7.8;-0.6;88;0.0;919.3;152.87894407299999;6.6206559999999985;0.0
2012-01-19;4.8;12.7;0.5;60;0.0;921.2;152.760087458;6.705821;0.206354167
2012-01-20;7.1;13.7;1.4;60;0.0;916.8;152.52034408;7.067477;4.771319444
2012-01-21;7.5;14.9;3.1;56;0.0;914.3;151.165887507;6.79166;15.893069444000002
2012-01-22;6.4;13.2;2.0;73;0.0;910.0;150.47028208;6.284806;5.868631944
2012-01-23;8.0;16.1;2.0;56;0.0;907.7;150.25795851;6.534752;6.80453125
2012-01-24;4.2;10.3;0.5;78;0.0;910.1;149.564863604;6.119584;14.355836806
2012-01-25;5.6;12.7;0.6;68;0.0;908.7;148.417278389;6.006854;11.086159722
2012-01-26;4.6;9.8;0.9;74;0.0;906.9;147.551552847;5.745005;10.133520833
2012-01-27;3.8;7.1;0.4;81;0.0;910.1;146.788783719;6.344557;10.335989583
2012-01-28;1.6;4.0;-2.7;91;4.1;910.1;146.05381765299998;6.4287519999999985;11.632232639000001
2012-01-29;-1.3;3.3;-4.5;79;0.0;905.0;145.206165833;6.219151;8.728076389
2012-01-30;0.3;8.2;-4.0;55;0.0;908.2;144.58124884;5.685813;9.381017361
2012-01-31;0.4;5.3;-2.5;62;0.0;904.8;143.766342816;5.01739;8.239138889
2012-02-01;-0.7;1.6;-2.6;93;0.9;900.5;143.536715833;5.8213599999999985;2.871494545
2012-02-02;-2.7;1.3;-5.3;88;3.9;898.3;143.22643091700002;5.991861;8.579691406
2012-02-03;-5.5;1.6;-11.6;84;0.0;902.8;142.674462069;5.733398;10.389201389
2012-02-04;-6.8;-0.4;-11.7;37;0.0;907.2;142.061208038;4.949922;9.0159375
2012-02-05;-4.0;1.2;-8.6;52;0.0;908.1;141.489205111;3.494178;5.244079861
2012-02-06;-1.3;3.7;-5.7;48;0.1;906.6;141.103823059;4.172269;6.189510417
2012-02-07;-0.9;5.1;-4.5;28;0.0;901.7;140.875995615;5.626424;0.0
2012-02-08;-2.6;4.7;-7.2;42;0.0;907.4;141.269570385;6.533047;0.0
2012-02-09;-0.4;7.4;-7.2;43;0.0;910.8;141.61294493399998;5.931072;0.0
2012-02-10;0.8;6.8;-4.0;38;0.0;906.0;141.941334434;5.454537;0.0
2012-02-11;-3.0;1.5;-7.4;41;0.0;903.8;142.24990021899998;4.913549;0.0
2012-02-12;-4.7;1.1;-10.4;56;0.0;905.3;142.56843324;5.180151;0.0
2012-02-13;-2.1;5.7;-8.0;40;0.0;907.1;142.867325413;5.581333;0.0
2012-02-14;-0.5;5.3;-3.2;66;0.0;905.0;143.183768767;5.669651;0.0
2012-02-15;1.7;9.4;-3.5;56;0.0;908.7;143.30285914200002;4.751595;3.48915625
2012-02-16;3.9;12.2;-2.3;48;0.0;908.3;143.258169931;5.116535;2.86421875
2012-02-17;2.3;9.1;-1.8;81;0.0;911.6;143.222980632;6.2255080000000005;4.470684028
2012-02-18;3.3;10.9;-1.3;72;0.0;909.1;142.999543128;5.8833410000000015;3.898229167
2012-02-19;3.3;7.8;-0.3;84;0.0;909.2;143.115489497;6.5147260000000005;0.0
2012-02-20;2.0;8.6;-3.5;52;0.0;911.4;143.240771594;6.252351999999999;3.5074548610000003
2012-02-21;1.7;8.7;-3.3;63;0.0;914.3;143.104388351;4.796198;4.172913194
2012-02-22;5.7;13.2;0.1;37;0.0;914.0;142.837928361;4.420578;5.529506944
2012-02-23;9.2;17.1;2.3;24;0.0;915.2;142.578602653;4.483905;5.093357639
2012-02-24;9.1;15.0;4.1;45;0.0;915.8;142.322746747;4.398488;4.8345625
2012-02-25;9.7;17.7;3.8;51;0.0;911.4;142.409901566;4.326935;0.0
2012-02-26;10.9;17.6;5.9;49;0.0;907.9;142.736388688;4.240391000000002;0.0
2012-02-27;6.8;12.7;1.6;77;0.0;911.6;143.042702878;4.391857;0.0
2012-02-28;6.2;14.4;1.5;82;0.0;912.3;142.746783142;4.7108120000000016;15.849223443
2012-02-29;9.2;17.3;3.1;56;0.0;911.6;140.83204556299998;4.811297;21.795257143
2012-03-01;9.2;15.9;4.3;53;0.0;913.0;138.789;4.40144;20.356260417
2012-03-02;9.1;16.2;3.4;42;0.0;914.2;136.446;4.382723;26.996283688000002
2012-03-03;6.4;10.8;2.3;78;0.4;913.8;133.488;5.45475;27.501079860999997
2012-03-04;7.7;13.4;3.0;65;0.0;910.9;130.787;6.704663;24.209100694
2012-03-05;3.9;11.1;-1.7;70;0.0;910.7;128.188;6.6971240000000005;24.88662963
2012-03-06;1.9;9.2;-2.1;53;0.0;909.5;125.876;4.1370879999999985;19.883736110999997
2012-03-07;4.0;11.4;-2.4;55;0.0;913.0;124.639;4.068887;8.928083333
2012-03-08;5.7;13.5;-0.8;40;0.0;911.2;123.941;3.791659;7.374347222000001
2012-03-09;4.1;10.1;-1.5;42;0.0;917.0;123.354;3.833747;7.192958332999999
2012-03-10;6.2;13.9;-0.1;41;0.0;917.4;123.0;4.022947;5.863544715
2012-03-11;9.0;17.5;2.4;46;0.0;913.2;122.679;4.288882;5.560285156
2012-03-12;10.0;19.1;2.9;54;0.0;913.5;122.334;3.761431;8.534881423
2012-03-13;11.6;17.8;5.7;50;0.0;914.3;121.654;3.890402;7.273408602000001
2012-03-14;12.1;18.0;6.6;49;0.0;915.8;121.258;4.05066;4.720538194
2012-03-15;11.7;18.4;5.1;53;0.0;916.9;120.99;4.043916;3.696444444
2012-03-16;9.4;17.4;3.8;44;0.0;915.2;120.819;3.959611;6.080420139
2012-03-17;9.1;16.8;2.4;54;0.0;911.1;120.425;3.909128;3.067027778
2012-03-18;8.3;13.8;3.4;57;0.0;909.9;120.35600000000001;3.722626;2.239923611
2012-03-19;3.4;10.0;-0.9;73;0.8;915.2;120.319;3.883529;3.585722222
2012-03-20;3.7;9.0;-0.9;69;3.6;916.2;120.064;3.876733;5.464524306
2012-03-21;5.9;7.2;2.3;96;15.6;913.6;119.72399999999999;4.6711550000000015;6.207649306
2012-03-22;4.6;10.0;1.2;94;19.8;911.8;119.905;19.163588;7.781510417000001
2012-03-23;6.6;13.0;0.8;76;0.0;912.4;121.184;27.642897;11.566458333
2012-03-24;9.0;15.6;3.0;60;0.0;913.1;120.845;15.541946;21.393791667000002
2012-03-25;11.1;18.5;4.6;54;0.0;914.3;119.39;14.531432999999998;21.110881944000003
2012-03-26;9.9;14.6;5.7;54;0.0;915.6;117.93700000000001;13.888116;13.532875
2012-03-27;10.3;16.2;5.4;49;0.0;916.3;118.296;12.197229;0.0
2012-03-28;11.2;18.0;4.9;43;0.0;915.0;118.84200000000001;10.949699;4.652045139
2012-03-29;12.0;18.7;5.1;44;0.0;910.7;118.649;9.925881;7.519774306
2012-03-30;14.1;20.6;8.2;38;0.0;905.6;118.348;10.107779;8.814763889
2012-03-31;13.6;20.8;8.3;48;0.0;902.1;117.79700000000001;10.014988;10.515385417000001
2012-04-01;12.7;18.6;7.6;51;0.0;900.3;117.346072976;10.155251;6.1009375
2012-04-02;10.4;15.9;5.5;65;0.0;899.7;117.552081372;9.996836;0.0
2012-04-03;7.3;9.9;4.1;88;5.3;897.8;117.98740888200001;10.339778;5.137447917
2012-04-04;6.2;7.9;4.7;95;28.2;897.4;117.94069058299999;15.088738;11.783253472
2012-04-05;6.8;10.0;3.5;88;2.4;898.8;118.09200700299999;15.822695;11.255201389000002
2012-04-06;6.7;11.7;3.6;80;1.1;898.4;118.14861049299999;15.453903;9.99621875
2012-04-07;5.9;11.2;2.5;63;4.3;898.1;118.409367781;15.263119;6.688621528
2012-04-08;7.8;15.5;2.2;73;0.1;902.2;118.80227259700001;14.984004999999998;7.284576389
2012-04-09;7.3;14.1;1.9;79;0.0;902.2;118.82110531200001;14.583528;6.251291667
2012-04-10;9.3;16.2;3.6;68;0.1;894.8;118.892071858;13.840404;10.536583333
2012-04-11;7.0;14.9;0.2;67;0.0;897.0;118.44564119799999;13.797918;10.595194444
2012-04-12;7.4;10.1;4.8;75;7.8;895.0;117.903776069;13.30066;7.697847222
2012-04-13;4.7;9.8;1.4;86;2.5;893.2;118.182634566;13.639485999999998;4.480944444
2012-04-14;4.6;12.6;-0.3;78;7.4;891.5;118.39761667;13.202376;5.265180556000001
2012-04-15;4.6;10.6;0.8;78;0.8;894.0;118.546377528;13.415162;3.822274306
2012-04-16;5.3;10.8;1.4;49;0.0;900.2;118.60491935799999;12.635615;13.842659722
2012-04-17;7.5;14.2;-0.3;39;0.0;901.7;117.657932931;11.660606;6.093027778
2012-04-18;6.6;10.7;3.8;73;1.7;893.7;117.800582347;11.319121;6.461111111
2012-04-19;6.3;12.6;1.1;73;2.1;889.7;117.577466229;12.198306;6.0849131939999985
2012-04-20;7.4;14.8;0.2;70;0.0;896.1;117.579900469;11.945802;5.747923611
2012-04-21;9.3;15.7;3.0;73;0.7;901.6;118.084744594;11.678718;0.0
2012-04-22;8.0;12.3;4.7;77;0.0;904.3;118.72407384700001;11.089461;2.631503472
2012-04-23;8.7;13.2;3.2;69;0.0;900.4;118.85333682299999;10.702924;5.1239618060000005
2012-04-24;6.8;11.5;2.2;63;0.0;899.6;118.74930266700001;9.955;6.332479167000001
2012-04-25;10.0;15.1;4.7;62;0.0;899.4;118.656913931;10.0957;2.366802083
2012-04-26;13.7;21.7;6.1;55;0.0;901.7;119.128746854;10.03425;3.674944444
2012-04-27;15.6;20.6;11.0;47;0.0;904.2;119.11527624;10.537389;7.213329861
2012-04-28;11.8;15.4;6.3;78;6.5;898.6;119.01995375700001;11.443794;4.319208333
2012-04-29;8.6;14.8;3.4;69;0.1;901.9;119.305786073;15.563357;4.900506944
2012-04-30;6.2;11.1;2.1;82;10.0;901.8;119.920702799;18.528467000000006;3.720006944
2012-05-01;8.7;15.2;1.8;65;0.0;905.9;121.137875795;22.399897;2.454541667
2012-05-02;10.4;16.8;2.4;51;0.0;906.8;122.003897736;17.563943;6.499107639
2012-05-03;12.8;19.8;4.9;46;0.0;903.9;122.35571198299999;15.881869;14.345684027999999
2012-05-04;11.9;17.8;7.5;59;2.2;899.9;121.637641115;15.3014;16.106652778
2012-05-05;11.6;16.7;6.3;57;0.0;899.7;121.472773913;15.098939;6.4370243060000005
2012-05-06;8.3;13.8;3.6;83;14.2;903.9;121.82830044100001;16.280782000000002;6.840572917
2012-05-07;12.0;17.9;3.3;64;0.0;908.7;122.079542549;16.25891;9.998809028
2012-05-08;15.2;21.1;8.9;61;0.0;908.1;122.189227587;15.24;6.595100694
2012-05-09;16.3;21.4;11.2;73;0.0;910.8;122.209763146;15.123626000000002;9.0861875
2012-05-10;18.0;25.0;10.5;56;0.0;914.8;122.314470149;14.982048;5.362944444
2012-05-11;19.8;26.1;12.6;50;0.0;916.7;122.595475528;15.219282000000002;8.161011627999999
2012-05-12;19.8;28.3;13.9;59;0.4;916.2;123.35800347899999;15.268324;2.011921162
2012-05-13;14.2;19.6;8.7;86;4.4;910.9;124.160665205;15.947353;7.926229167000001
2012-05-14;13.8;19.9;8.9;78;3.4;907.7;123.620288816;16.567606;12.716278745999999
2012-05-15;10.5;15.8;7.3;90;0.1;907.9;123.648765434;16.308116000000002;9.129972222000001
2012-05-16;10.1;16.1;5.4;81;0.0;910.9;123.281831688;15.17356;14.258388889
2012-05-17;10.9;17.5;3.7;85;0.0;907.0;122.60690852399999;14.607097;12.124579860999999
2012-05-18;11.0;16.5;7.4;80;0.8;903.1;122.070566649;14.732092000000002;11.1260625
2012-05-19;11.2;18.3;7.6;87;0.0;899.6;122.330605049;14.44767;6.146965278
2012-05-20;8.4;12.5;4.9;90;13.7;896.2;122.565546528;15.606591;5.441465278
2012-05-21;7.7;14.2;4.9;84;1.0;897.8;122.292421819;15.478988;9.694368056
2012-05-22;10.4;13.4;5.5;68;0.0;905.3;122.101340819;14.92813;10.900149306
2012-05-23;15.8;22.1;10.2;58;0.0;910.8;122.130803826;14.390560999999998;9.015590278
2012-05-24;16.6;22.6;9.5;64;0.0;911.4;122.095425785;14.206439;5.332097902
2012-05-25;16.9;24.6;10.4;66;0.0;908.1;122.16385907600001;14.121623;6.723024306
2012-05-26;16.9;23.6;10.9;66;0.0;907.7;122.26463535399999;14.084375;5.704365854
2012-05-27;16.1;21.5;11.4;77;0.0;909.1;122.830269212;13.77058;0.0
2012-05-28;13.5;20.2;9.6;83;17.7;908.3;123.735123146;15.43984;0.0
2012-05-29;15.0;22.4;9.3;74;0.0;908.2;124.94984124700001;15.342335999999998;3.552354839
2012-05-30;17.7;24.4;11.0;64;0.9;911.8;125.926281299;14.147294;0.0
2012-05-31;17.6;24.0;11.1;68;0.0;912.5;127.109301934;13.551629;0.0
2012-06-01;18.5;24.6;11.1;67;0.0;909.8;128.304;14.257704;0.0
2012-06-02;21.0;27.9;13.7;52;0.0;907.4;129.32;12.977307;9.205615385
2012-06-03;15.4;20.4;10.1;77;10.8;907.2;129.512;11.226776;9.110174359
2012-06-04;14.3;21.9;11.0;84;0.0;908.2;129.957;15.411722;2.693420495
2012-06-05;16.5;24.2;9.8;74;0.0;908.4;131.109;13.273852;0.0
2012-06-06;17.3;24.5;11.9;82;0.0;904.8;132.144;10.912816;0.0
2012-06-07;19.9;27.6;12.1;65;0.0;901.5;133.079;10.357336;0.0
2012-06-08;16.2;21.5;10.4;78;0.0;904.7;133.767;11.88959;5.154920635
2012-06-09;15.0;21.5;7.3;68;0.0;908.5;134.422;6.038617;1.13274359
2012-06-10;16.7;23.2;10.4;73;0.7;905.1;134.481;7.191667999999999;3.4894814810000003
2012-06-11;14.8;20.0;7.9;77;0.1;901.2;135.138;7.382745;0.0
2012-06-12;12.1;19.6;7.6;73;1.1;903.6;135.752;7.417361;0.0
2012-06-13;12.8;20.2;6.5;79;0.0;909.1;136.401;7.554214999999999;0.11375089
2012-06-14;16.2;24.0;9.2;65;0.0;909.2;137.05;7.46368;0.0
2012-06-15;18.7;26.7;10.1;49;0.0;911.4;137.615;5.6119080000000015;0.0
2012-06-16;20.6;28.5;11.8;48;0.0;912.2;138.15200000000002;6.26011;0.0
2012-06-17;19.5;25.9;12.8;68;0.0;911.7;138.601;5.646711;0.0
2012-06-18;19.0;25.9;12.3;61;0.0;910.1;138.639;14.497242000000002;17.600505495
2012-06-19;18.6;26.6;13.9;69;0.0;908.5;138.378;4.480669;8.197345132999999
2012-06-20;20.0;28.4;12.7;63;0.8;906.5;137.83;3.283493;11.375205021
2012-06-21;21.8;29.8;15.0;53;0.0;906.8;137.795;5.010161;0.0
2012-06-22;18.1;24.7;12.6;70;0.0;912.7;137.885;2.177169;4.65541637
2012-06-23;18.8;27.8;10.9;67;0.0;914.7;137.754;3.38219;3.973919014
2012-06-24;20.4;27.1;12.7;57;0.0;914.2;137.917;3.760147;0.0
2012-06-25;20.8;27.6;13.2;63;0.0;913.5;138.143;4.05018;2.778423387
2012-06-26;22.0;28.9;14.2;61;0.0;914.2;138.09;0.0;2.577065657
2012-06-27;23.9;31.4;16.1;47;0.0;911.6;137.917;2.196367;3.79491133
2012-06-28;25.2;32.3;18.0;40;0.0;906.6;137.46;1.307665;10.845984375
2012-06-29;23.6;33.1;15.5;55;0.0;905.8;137.07399999999998;3.123741;0.0
2012-06-30;24.0;32.5;17.0;50;0.0;906.0;137.321;1.885359;0.0
2012-07-01;15.6;21.9;11.6;83;2.7;907.0;137.504303618;3.840589;0.0
2012-07-02;15.0;22.5;8.3;77;0.0;910.0;137.784010653;3.962453;0.0
2012-07-03;18.3;27.8;9.4;69;0.0;910.0;138.062263135;3.830948;0.0
2012-07-04;20.2;28.3;12.9;47;0.0;905.7;138.315322677;3.135138;0.0
2012-07-05;16.7;22.9;10.9;81;1.9;904.2;137.996470913;1.830264;13.565737828
2012-07-06;16.3;24.3;10.0;77;0.0;906.6;136.775120993;2.560136;12.983572464000002
2012-07-07;17.7;26.1;10.4;71;0.0;906.7;136.329592719;3.27678;0.0
2012-07-08;18.0;24.9;12.7;79;0.0;907.4;136.575867243;3.244293;0.0
2012-07-09;19.7;29.3;11.5;69;0.0;907.9;135.570185552;0.0;18.184522647999998
2012-07-10;21.2;30.2;15.1;66;0.0;908.0;134.08788359;0.419125;15.503486014000002
2012-07-11;19.5;28.3;13.2;70;0.0;910.3;132.53914359700002;0.0;15.635408450999998
2012-07-12;18.7;26.6;12.9;69;0.0;911.4;131.17228963899998;0.385962;12.507138182
2012-07-13;21.4;29.1;12.7;60;0.0;907.3;130.10061225299998;2.439296;13.185781817999999
2012-07-14;17.1;23.1;10.4;73;0.0;906.8;129.655028903;2.247737;6.977092308
2012-07-15;16.9;25.5;12.1;69;0.0;912.3;129.291168361;2.562496;0.0
2012-07-16;17.8;26.8;12.4;69;0.0;917.5;128.85271918700002;0.199686;9.703454545
2012-07-17;20.8;30.2;10.7;55;0.0;918.3;128.18026427799998;1.268031;8.375814947
2012-07-18;23.2;31.7;13.6;43;0.0;914.2;127.433739941;0.0;8.963798587000001
2012-07-19;22.4;31.1;14.0;52;0.0;909.3;126.65410703100001;2.506407;10.32769281
2012-07-20;21.3;30.5;13.2;53;0.0;907.9;125.834700865;2.565341;10.875232557999999
2012-07-21;16.8;23.5;12.3;81;1.1;910.4;125.31952345100001;2.113545;4.418185654
2012-07-22;17.6;27.0;12.5;73;0.7;911.1;125.23882901399999;3.593226;2.765
2012-07-23;16.0;24.3;9.4;62;0.0;910.0;124.402878069;0.35995900000000003;11.772402878
2012-07-24;18.4;28.7;9.0;51;0.0;908.7;123.57834479200001;2.174689;9.113195832999999
2012-07-25;21.1;31.8;12.7;50;0.0;909.0;123.047393483;1.232391;6.078604167000001
2012-07-26;23.5;31.3;14.5;42;0.0;910.0;122.77121187200001;1.872784;2.83065343
2012-07-27;22.1;30.1;17.2;52;0.9;907.9;122.486762385;1.618494;5.157908397
2012-07-28;20.7;31.2;14.2;63;0.0;906.7;122.37952525;2.659514;5.072369792
2012-07-29;20.3;29.3;13.4;72;0.0;909.7;122.180039219;1.194314;0.038320513
